chunk,loss,macro_f1,runtime_s,mem_peak_mb
0,0.1,0.2540635564570656,0.3451502323150635,0.936650276184082
1,0.1,0.25756082997462304,0.3487427234649658,1.0634393692016602
2,0.1,0.3043983488132095,0.35886096954345703,1.1338005065917969
3,0.1,0.286,0.3320610523223877,1.1983404159545898
4,0.1,0.28551515151515156,0.3281738758087158,1.213912010192871
5,0.1,0.2885615748275595,0.3448472023010254,1.2965049743652344
6,0.1,0.37750653120464445,0.3196074962615967,1.3608884811401367
7,0.1,0.4522943722943723,0.33625006675720215,1.3743610382080078
8,0.1,0.4256010081562643,0.3416404724121094,1.4265241622924805
9,0.1,0.4638071499457638,0.3410372734069824,1.5029478073120117
10,0.1,0.50026792750197,0.346923828125,1.5265378952026367
11,0.1,0.5251917123124553,0.32826685905456543,1.6081514358520508
12,0.1,0.4956641040804258,0.3406105041503906,1.637455940246582
13,0.1,0.5422079772079772,0.35461854934692383,1.7056694030761719
14,0.1,0.4899510030701939,0.36026620864868164,1.7578973770141602
15,0.1,0.4844197145891009,0.35573863983154297,1.7847881317138672
16,0.1,0.4834126984126984,0.3389260768890381,1.828725814819336
17,0.1,0.44963967669414523,0.35347867012023926,1.8774242401123047
18,0.1,0.430703039650408,0.35756683349609375,1.8898181915283203
19,0.1,0.41550925925925924,0.36725711822509766,1.9344806671142578
