chunk,loss,macro_f1,runtime_s,mem_peak_mb
0,0.1,0.16880187273888062,0.4056522846221924,0.984379768371582
1,0.1,0.4487924865831843,0.40704941749572754,1.1133203506469727
2,0.1,0.4357347306738787,0.3975052833557129,1.207158088684082
3,0.1,0.3786111111111111,0.3910655975341797,1.221470832824707
4,0.1,0.34805194805194806,0.3731811046600342,1.2995119094848633
5,0.1,0.33606667892382175,0.3733510971069336,1.3269710540771484
6,0.1,0.330961008141225,0.3727297782897949,1.4105510711669922
7,0.1,0.3303402527854096,0.3719470500946045,1.411041259765625
8,0.1,0.3648768225238813,0.3886756896972656,1.4885940551757812
9,0.1,0.34963387809641283,0.3913881778717041,1.513005256652832
10,0.1,0.3497336720652059,0.3968513011932373,1.6132993698120117
11,0.1,0.32633209751713294,0.4062156677246094,1.6315460205078125
12,0.1,0.3239284314018171,0.39386487007141113,1.7190008163452148
13,0.1,0.3366087246087246,0.41794419288635254,1.737257957458496
14,0.1,0.3314866979655712,0.3864316940307617,1.8040361404418945
15,0.1,0.3313019669079803,0.4075644016265869,1.8893146514892578
16,0.1,0.3582750582750583,0.40010905265808105,1.8893146514892578
17,0.1,0.3528674386457141,0.4138815402984619,1.9467706680297852
18,0.1,0.3654613686915337,0.3908040523529053,1.9467706680297852
19,0.1,0.39653708292514267,0.39528536796569824,2.00213623046875
