chunk,loss,macro_f1,runtime_s,mem_peak_mb
0,0.1,0.24219288262687902,0.3396170139312744,0.8546638488769531
1,0.1,0.47452217834925137,0.3545992374420166,0.9834260940551758
2,0.1,0.3162494596147127,0.38002991676330566,1.0445318222045898
3,0.1,0.3492896205539884,0.32238340377807617,1.099222183227539
4,0.1,0.2952749536163093,0.30887627601623535,1.1268415451049805
5,0.1,0.258008658008658,0.31348490715026855,1.1910600662231445
6,0.1,0.23759644610708439,0.3277394771575928,1.248631477355957
7,0.1,0.29146974730695663,0.30896639823913574,1.287734031677246
8,0.1,0.3454681878918696,0.31571078300476074,1.3083982467651367
9,0.1,0.3555082322784186,0.32421374320983887,1.376856803894043
10,0.1,0.35260443326005986,0.314410924911499,1.4497461318969727
11,0.1,0.3522883678884904,0.3427433967590332,1.4932479858398438
12,0.1,0.3365792990029808,0.3417377471923828,1.5527877807617188
13,0.1,0.33735265700483097,0.35161805152893066,1.618546485900879
14,0.1,0.33735265700483097,0.33826494216918945,1.643263816833496
15,0.1,0.31965382727531066,0.33102965354919434,1.6977386474609375
16,0.1,0.34680988917306055,0.34592747688293457,1.7358617782592773
17,0.1,0.33735265700483097,0.3531839847564697,1.7623119354248047
18,0.1,0.33735265700483097,0.3527545928955078,1.8045158386230469
19,0.1,0.33735265700483097,0.34279656410217285,1.8439455032348633
