run_id,seed,accuracy,precision,recall,macro_f1,weighted_f1,training_loss,training_time,inference_time,total_time_s,best_ga_fitness,best_gwo_fitness,best_macro_f1,chunks_per_baseline
5,101112,0.5901639344262295,0.5611153552330024,0.5106048995704169,0.4671151563533996,0.5483608853353299,1.1282604515552521,75.10618209838867,0.2537371016837455,93.88,0.0,0.0,0.4671,37
