run_id,seed,accuracy,precision,recall,macro_f1,weighted_f1,training_loss,training_time,inference_time,total_time_s,best_ga_fitness,best_gwo_fitness,best_macro_f1,chunks_per_baseline
4,789,0.5792349726775956,0.5894999999999999,0.6689422965285035,0.615361979828799,0.5795719096320565,1.0070345640182494,131.84137039184571,0.44541003510758687,164.8,0.0,0.0,0.616,37
