scalar,complexity,entity_density,fraud_density,risk_score,ambiguity,semantic_entropy,rare_word_density,redaction_density
0.2149282194982576,0.19666666666666666,0.0,0.1694915254237288,0.0,0.0,0.7864855848130844,0.4576271186440678,0.3559322033898305
0.1705446081157805,0.22,0.0,0.07575757575757576,0.0,0.0,0.8527188084305322,0.2272727272727273,0.18181818181818182
0.22440707430432769,0.25,0.0,0.0,0.5,0.0,0.8924040763766101,0.12,0.10666666666666667
0.1262603798034569,0.22,0.0,0.0,0.0,0.0,0.8871492525800234,0.0,0.045454545454545456
0.2760228056646401,0.7533333333333333,0.0,0.0,0.0,0.6666666666666666,0.8086941333425665,0.11946902654867256,0.035398230088495575
0.29021794105299076,0.8233333333333334,0.0,0.020242914979757085,0.5,0.0,0.8098919611371953,0.048582995951417005,0.02834008097165992
0.18640767358729837,0.09666666666666666,0.0,0.1724137931034483,0.0,0.0,0.9432146669074665,0.5172413793103449,0.0
0.17133997107380136,0.31666666666666665,0.0,0.0,0.0,0.0,0.8383997107380137,0.25263157894736843,0.14736842105263157
0.2799474310978036,1.0,0.0,0.025445292620865142,0.0,0.0,0.6302631150492831,0.33587786259541985,0.2951653944020356
0.28156206812953183,1.0,0.0,0.0,0.0,0.0,0.7947415604161976,0.46813186813186813,0.05274725274725275
0.260912101908721,1.0,0.0,0.0,0.0,0.0,0.7739440279367675,0.29535398230088494,0.03982300884955752
0.22900378766600335,0.65,0.0,0.02564102564102564,0.0,0.0,0.6714481330702899,0.27692307692307694,0.3282051282051282
0.1681094021560649,0.14666666666666667,0.0,0.0,0.0,0.0,0.9156394761061035,0.5454545454545454,0.0
0.14267291778106228,0.06,0.0,0.2777777777777778,0.0,0.0,0.9200625111439561,0.0,0.0
0.1672346144208289,0.06666666666666667,0.0,0.0,0.0,0.0,0.722346144208289,0.44999999999999996,0.4
0.22034211054704844,0.6333333333333333,0.0,0.0,0.0,0.0,0.8218421581020636,0.34736842105263155,0.08421052631578947
0.18688157409015885,0.23666666666666666,0.0,0.0,0.0,0.0,0.7109988394931377,0.6338028169014085,0.16901408450704225
0.15565296101851114,0.26666666666666666,0.0,0.0,0.0,0.0,0.8690296101851115,0.22499999999999998,0.0625
0.2050921276744179,0.47,0.0,0.0,0.0,0.0,0.8494673760349591,0.46808510638297873,0.028368794326241134
0.2335860299739868,0.66,0.0,0.05050505050505051,0.0,0.0,0.6135370674166355,0.24242424242424243,0.41414141414141414
0.12920749613261834,0.14333333333333334,0.0,0.0,0.0,0.0,0.9142842636517646,0.13953488372093023,0.023255813953488372
0.1444639489087668,0.1,0.0,0.0,0.0,0.0,0.8946394890876679,0.30000000000000004,0.1
0.2022426162946311,0.5433333333333333,0.0,0.03067484662576687,0.0,0.0,0.7749108255229982,0.18404907975460122,0.20245398773006135
0.33947067210417364,1.0,0.0,0.028208744710860365,0.5,0.3333333333333333,0.6491731056209562,0.09837799717912551,0.02150916784203103
0.25689574572091783,0.4166666666666667,0.0,0.04,0.5,0.0,0.8619574572091782,0.264,0.008
0.14212253418819545,0.19333333333333333,0.0,0.0,0.0,0.0,0.8726046522267822,0.15517241379310345,0.10344827586206896
0.17572483468024463,0.3566666666666667,0.0,0.04672897196261682,0.0,0.0,0.8998184402603904,0.16822429906542055,0.08411214953271028
0.14006160103156728,0.21,0.0,0.0,0.0,0.0,0.9110128357124982,0.14285714285714285,0.031746031746031744
0.18509645263925528,0.3,0.0,0.0,0.0,0.0,0.7009645263925528,0.36666666666666664,0.3333333333333333
0.22597031699838863,0.6433333333333333,0.0,0.07772020725388601,0.0,0.0,0.8516979886367361,0.27979274611398963,0.046632124352331605
