Run ID,Random Seed,Accuracy,Precision,Recall,Macro F1,Weighted F1,Training Loss,Training Time,Inference Time,Total Runtime,Best GA Fitness,Best GWO Fitness
1,42,0.5846994535519126,0.5428686851198592,0.5929842486164325,0.5287879820138983,0.5629669609499465,1.1188982263207436,144.45802249908448,0.4880338597942043,180.57,0.0,0.0
2,123,0.6174863387978142,0.632478538864081,0.6709005766477031,0.6494326367548686,0.6139940477560176,1.0952356201410294,189.3443256378174,0.6396767758034372,236.68,0.0,0.0
3,456,0.6666666666666666,0.6473449612403102,0.7043120863810518,0.664756213703271,0.6622080679982217,1.060156814455986,133.8704565048218,0.4522650557595331,167.34,0.0,0.0
4,789,0.5792349726775956,0.5894999999999999,0.6689422965285035,0.615361979828799,0.5795719096320565,1.0070345640182494,131.84137039184571,0.44541003510758687,164.8,0.0,0.0
5,101112,0.5901639344262295,0.5611153552330024,0.5106048995704169,0.4671151563533996,0.5483608853353299,1.1282604515552521,75.10618209838867,0.2537371016837455,93.88,0.0,0.0
