Timestamp,Chunk_ID,Strategy,Budget,Fitness,Macro_F1,Utility,Confidence,Cost,FACI_Vector
2026-07-19T18:39:56.935222,0,Hybrid,3,0.8090998753958657,0.14681605975723622,0.8090998753958657,0.5393999169305771,0.3643289853411553,"[0.38150000000000006, 0.0, 0.013096939814819459, 0.025, 0.0, 0.8144138851471965, 0.2856505748953569, 0.12855753405282372]"
2026-07-19T18:39:59.826380,1,Hybrid,3,0.8090998753958657,0.17109673137547704,0.8090998753958657,0.5393999169305771,0.3643289853411553,"[0.4261666666666667, 0.0, 0.013913500500940248, 0.075, 0.016666666666666666, 0.840302859595649, 0.3637638135687823, 0.0865645878646235]"
2026-07-19T18:40:02.707787,2,Hybrid,3,0.8090998753958657,0.14305295950155764,0.8090998753958657,0.5393999169305771,0.3643289853411553,"[0.4411666666666666, 0.0, 0.0008928571428571428, 0.025, 0.06666666666666667, 0.8556394859018905, 0.35750484027870494, 0.06672610159273934]"
2026-07-19T18:40:05.697719,3,Hybrid,3,0.8090998753958657,0.17314039096217315,0.8090998753958657,0.5393999169305771,0.3643289853411553,"[0.4136666666666667, 0.0, 0.0073222395420671285, 0.05, 0.03333333333333333, 0.8833845737500845, 0.4448230673781115, 0.03756524117478593]"
2026-07-19T18:40:08.610762,4,Hybrid,3,0.8090998753958657,0.19698412698412698,0.8090998753958657,0.5393999169305771,0.3643289853411553,"[0.6188333333333333, 0.0, 0.009304257322912266, 0.05, 0.03333333333333333, 0.7912453215955793, 0.3546227546747641, 0.12034181525902002]"
2026-07-19T18:40:11.571521,5,Hybrid,3,0.8090998753958657,0.26366366366366367,0.8090998753958657,0.5393999169305771,0.3643289853411553,"[0.42466666666666664, 0.0, 0.028489054000129143, 0.025, 0.016666666666666666, 0.8527760609577892, 0.387347004460332, 0.058029120867404915]"
2026-07-19T18:40:14.391113,6,Hybrid,3,0.8250359868736319,0.260248447204969,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.4535, 0.0, 0.006861985720532407, 0.025, 0.016666666666666666, 0.8010087097275698, 0.2805654557596625, 0.12871421942376024]"
2026-07-19T18:40:17.265160,7,Hybrid,3,0.8250359868736319,0.3002896661885254,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.2985, 0.0, 0.002111810226368699, 0.125, 0.0, 0.8564547358813209, 0.2883417340221183, 0.08280826237064459]"
2026-07-19T18:40:20.142862,8,Hybrid,3,0.8250359868736319,0.44145658263305326,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.5793333333333333, 0.0, 0.008261136032559359, 0.075, 0.03333333333333333, 0.8287276325825805, 0.36872159548449424, 0.05996607012189542]"
2026-07-19T18:40:23.061251,9,Hybrid,3,0.8250359868736319,0.47962563646202094,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.5373333333333333, 0.0, 0.03489139308200696, 0.0, 0.05, 0.8339724437049549, 0.4126758474513571, 0.06564095835144533]"
2026-07-19T18:40:25.940178,10,Hybrid,3,0.8250359868736319,0.4883860458026903,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.5210000000000001, 0.0, 0.025978150539045942, 0.075, 0.03333333333333333, 0.8494948190719798, 0.3725613294811666, 0.04568692735601265]"
2026-07-19T18:40:28.857041,11,Hybrid,3,0.8250359868736319,0.531000283268504,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.4531666666666667, 0.0, 0.05185794076902932, 0.025, 0.03333333333333333, 0.8313291847889804, 0.29318748136752326, 0.09410314452073845]"
2026-07-19T18:40:31.732394,12,Hybrid,3,0.8250359868736319,0.5231246134393769,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.3983333333333333, 0.0, 0.0, 0.075, 0.05, 0.8210426179403981, 0.3492434425536421, 0.11551991319974561]"
2026-07-19T18:40:34.677467,13,Hybrid,3,0.8250359868736319,0.5227448699206059,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.3443333333333333, 0.0, 0.016052371984575375, 0.05, 0.03333333333333333, 0.8660144678318098, 0.3353153457319518, 0.06761429754317058]"
2026-07-19T18:40:37.697093,14,Hybrid,3,0.8250359868736319,0.5504764421624886,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.4168333333333333, 0.0, 0.02442228755985828, 0.025, 0.0, 0.8472340268209925, 0.38212184292543167, 0.0798398816236496]"
2026-07-19T18:40:40.609119,15,Hybrid,3,0.8250359868736319,0.589829036458481,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.4651666666666666, 0.0, 0.020404356942361052, 0.075, 0.03333333333333333, 0.8566818514177135, 0.27245617068549877, 0.03966942431891767]"
2026-07-19T18:40:43.437328,16,Hybrid,3,0.8250359868736319,0.5798550094243874,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.33766666666666667, 0.0, 0.024401310897225435, 0.025, 0.016666666666666666, 0.8758717330252109, 0.3497208400190729, 0.052251575625681945]"
2026-07-19T18:40:46.329963,17,Hybrid,3,0.8250359868736319,0.5898209323865391,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.4688333333333333, 0.0, 0.0193903960810372, 0.0, 0.06666666666666667, 0.8520717455451416, 0.3502570000857288, 0.04137304174630819]"
2026-07-19T18:40:49.215186,18,Hybrid,3,0.8250359868736319,0.6181566854570147,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.24983333333333335, 0.0, 0.006866738048949242, 0.025, 0.016666666666666666, 0.9048102066490952, 0.37531597324611676, 0.02736737687563202]"
2026-07-19T18:40:52.127411,19,Hybrid,3,0.8250359868736319,0.6210650278272011,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.48650000000000004, 0.0, 0.012028805217156593, 0.025, 0.06666666666666667, 0.8173048267433882, 0.3489945422047986, 0.098604332757747]"
2026-07-19T18:40:55.099086,20,Hybrid,3,0.8250359868736319,0.6314654047771531,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.4966666666666667, 0.0, 0.013683242613664635, 0.1, 0.03333333333333333, 0.8378884280016742, 0.3339215868980863, 0.09158074062183855]"
2026-07-19T18:40:58.017293,21,Hybrid,3,0.8250359868736319,0.5961448377839604,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.351, 0.0, 0.002777777777777778, 0.0, 0.016666666666666666, 0.8863897211706115, 0.2522581170075205, 0.04134308318223658]"
2026-07-19T18:41:00.914994,22,Hybrid,3,0.8250359868736319,0.5860036872348646,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.4873333333333333, 0.0, 0.05071455956186701, 0.1, 0.03333333333333333, 0.8041277954869062, 0.27309347522133454, 0.11249122236156017]"
2026-07-19T18:41:03.778050,23,Hybrid,3,0.8250359868736319,0.6198133789577122,0.8250359868736319,0.550023991249088,0.40552392563926326,"[0.46333333333333326, 0.0, 0.009159987737047256, 0.05, 0.0, 0.8337446116410065, 0.3305568648472358, 0.08859306534626676]"
2026-07-19T18:41:06.606362,24,Hybrid,3,0.8359979929748527,0.6187225193107546,0.8359979929748527,0.5573319953165684,0.33551195259626276,"[0.5373333333333333, 0.0, 0.011248017995651127, 0.075, 0.06666666666666667, 0.8455496408094456, 0.32690799012354754, 0.054527603779327624]"
2026-07-19T18:41:09.463831,25,Hybrid,3,0.8359979929748527,0.6225070818809476,0.8359979929748527,0.5573319953165684,0.33551195259626276,"[0.3395, 0.0, 0.013345824864498645, 0.0, 0.03333333333333333, 0.8321831034980118, 0.2690263403408045, 0.10157769473489484]"
