run_id,seed,accuracy,precision,recall,macro_f1,weighted_f1,training_loss,training_time,inference_time,total_time_s,best_ga_fitness,best_gwo_fitness,best_macro_f1,chunks_per_baseline
3,456,0.6666666666666666,0.6473449612403102,0.7043120863810518,0.664756213703271,0.6622080679982217,1.060156814455986,133.8704565048218,0.4522650557595331,167.34,0.0,0.0,0.6648,37
