run_id,seed,accuracy,precision,recall,macro_f1,weighted_f1,training_loss,training_time,inference_time,total_time_s,best_ga_fitness,best_gwo_fitness,best_macro_f1,chunks_per_baseline
2,123,0.6174863387978142,0.632478538864081,0.6709005766477031,0.6494326367548686,0.6139940477560176,1.0952356201410294,189.3443256378174,0.6396767758034372,236.68,0.0,0.0,0.6494,37
