chunk,loss,macro_f1,runtime_s,mem_peak_mb
0,0.1,0.22952635599694426,0.35353803634643555,0.8833856582641602
1,0.1,0.4043437446663253,0.3623356819152832,1.0173444747924805
2,0.1,0.46605042016806725,0.3433547019958496,1.0775489807128906
3,0.1,0.5233231226213683,0.3305056095123291,1.1400079727172852
4,0.1,0.43261904761904757,0.32381439208984375,1.1554288864135742
5,0.1,0.4598076024833235,0.32990384101867676,1.2276830673217773
6,0.1,0.47281835811247575,0.3324706554412842,1.290822982788086
7,0.1,0.46105148081892267,0.32213926315307617,1.3045101165771484
8,0.1,0.45203703703703707,0.34864258766174316,1.3629169464111328
9,0.1,0.4490407197361703,0.3257277011871338,1.427433967590332
10,0.1,0.4181923904033062,0.3492703437805176,1.4645166397094727
11,0.1,0.4304870547727691,0.36240673065185547,1.5440292358398438
12,0.1,0.4035109159502753,0.36594390869140625,1.5724859237670898
13,0.1,0.3971060038071214,0.34952712059020996,1.6471805572509766
14,0.1,0.3964259069722254,0.32604527473449707,1.6959810256958008
15,0.1,0.3720843380378264,0.34239745140075684,1.7315940856933594
16,0.1,0.3354711912336515,0.34258008003234863,1.7707338333129883
17,0.1,0.3136905274643237,0.33815670013427734,1.8171091079711914
18,0.1,0.32930300174989907,0.35783934593200684,1.8284406661987305
19,0.1,0.33219261219261215,0.35494470596313477,1.86712646484375
