chunk,loss,macro_f1,runtime_s,mem_peak_mb
0,0.1,0.24326653738418447,0.3693258762359619,0.9461917877197266
1,0.1,0.26550579332035884,0.36571836471557617,1.0727424621582031
2,0.1,0.29847457627118645,0.3702683448791504,1.1500434875488281
3,0.1,0.43332695374800634,0.35112690925598145,1.1705989837646484
4,0.1,0.3234705546026301,0.3472023010253906,1.2373151779174805
5,0.1,0.3953573470554603,0.36744236946105957,1.3295412063598633
6,0.1,0.4646430613411746,0.33643460273742676,1.3435087203979492
7,0.1,0.5109739058192667,0.33993983268737793,1.405726432800293
8,0.1,0.5824037074037074,0.3600947856903076,1.4646177291870117
9,0.1,0.5790323334267825,0.35045576095581055,1.482813835144043
10,0.1,0.552737683467234,0.3620588779449463,1.5655126571655273
11,0.1,0.5409352629940865,0.36481237411499023,1.6040000915527344
12,0.1,0.4669708994708994,0.3701744079589844,1.6803512573242188
13,0.1,0.46277926095431815,0.38945579528808594,1.7576618194580078
14,0.1,0.45150499551184475,0.3767662048339844,1.7576618194580078
15,0.1,0.44890871818738826,0.38486742973327637,1.822549819946289
16,0.1,0.4657437350224051,0.37030792236328125,1.822549819946289
17,0.1,0.4764578247114398,0.37630748748779297,1.8819084167480469
18,0.1,0.4525843857885087,0.37616825103759766,1.943373680114746
19,0.1,0.4418050176640592,0.37254810333251953,1.9932069778442383
