run_id,seed,baseline,chunk,loss,macro_f1,strategy,budget,fitness,faci_scalar,runtime_s,mem_peak_mb
4,42,Hybrid GA + GWO,0,0.1,0.24326653738418447,Hybrid,2,0.7803045619490185,0.2012503274708246,0.3693258762359619,0.9461917877197266
4,42,Hybrid GA + GWO,1,0.1,0.26550579332035884,Hybrid,2,0.7957538941594466,0.19541355773864363,0.36571836471557617,1.0727424621582031
4,42,Hybrid GA + GWO,2,0.1,0.29847457627118645,Hybrid,3,0.8141955317626538,0.2118878029818993,0.3702683448791504,1.1500434875488281
4,42,Hybrid GA + GWO,3,0.1,0.43332695374800634,Hybrid,3,0.8141955317626538,0.19412899209056095,0.35112690925598145,1.1705989837646484
4,42,Hybrid GA + GWO,4,0.1,0.3234705546026301,Hybrid,3,0.8141955317626538,0.18959495452770625,0.3472023010253906,1.2373151779174805
4,42,Hybrid GA + GWO,5,0.1,0.3953573470554603,Hybrid,3,0.8314205082048589,0.1961768448463318,0.36744236946105957,1.3295412063598633
4,42,Hybrid GA + GWO,6,0.1,0.4646430613411746,Hybrid,3,0.8314205082048589,0.19034212188156507,0.33643460273742676,1.3435087203979492
4,42,Hybrid GA + GWO,7,0.1,0.5109739058192667,Hybrid,3,0.8314205082048589,0.1838016177094288,0.33993983268737793,1.405726432800293
4,42,Hybrid GA + GWO,8,0.1,0.5824037074037074,Hybrid,3,0.8314205082048589,0.19322648192598715,0.3600947856903076,1.4646177291870117
4,42,Hybrid GA + GWO,9,0.1,0.5790323334267825,Hybrid,3,0.8314205082048589,0.21041692500515635,0.35045576095581055,1.482813835144043
4,42,Hybrid GA + GWO,10,0.1,0.552737683467234,Hybrid,3,0.8314205082048589,0.21202477384058716,0.3620588779449463,1.5655126571655273
4,42,Hybrid GA + GWO,11,0.1,0.5409352629940865,Hybrid,3,0.8314205082048589,0.21892582445396705,0.36481237411499023,1.6040000915527344
4,42,Hybrid GA + GWO,12,0.1,0.4669708994708994,Hybrid,3,0.8348411602938033,0.21599288521166965,0.3701744079589844,1.6803512573242188
4,42,Hybrid GA + GWO,13,0.1,0.46277926095431815,Hybrid,3,0.8348411602938033,0.2110813579608933,0.38945579528808594,1.7576618194580078
4,42,Hybrid GA + GWO,14,0.1,0.45150499551184475,Hybrid,3,0.8348411602938033,0.21115433420106453,0.3767662048339844,1.7576618194580078
4,42,Hybrid GA + GWO,15,0.1,0.44890871818738826,Hybrid,3,0.8348411602938033,0.20864104836894543,0.38486742973327637,1.822549819946289
4,42,Hybrid GA + GWO,16,0.1,0.4657437350224051,Hybrid,3,0.8348411602938033,0.19504817910425343,0.37030792236328125,1.822549819946289
4,42,Hybrid GA + GWO,17,0.1,0.4764578247114398,Hybrid,3,0.8348411602938033,0.22636047340894114,0.37630748748779297,1.8819084167480469
4,42,Hybrid GA + GWO,18,0.1,0.4525843857885087,Hybrid,3,0.8348411602938033,0.1995751972727157,0.37616825103759766,1.943373680114746
4,42,Hybrid GA + GWO,19,0.1,0.4418050176640592,Hybrid,3,0.8348411602938033,0.1942094582926487,0.37254810333251953,1.9932069778442383
