chunk,loss,macro_f1,runtime_s,mem_peak_mb
0,0.1,0.21113318499682135,0.3906128406524658,0.877899169921875
1,0.1,0.4119824529036755,0.39151644706726074,1.0159788131713867
2,0.1,0.43694327238631037,0.364879846572876,1.0979785919189453
3,0.1,0.425954799917064,0.3840935230255127,1.1189069747924805
4,0.1,0.3912098765432098,0.3673069477081299,1.1942768096923828
5,0.1,0.3753320204009494,0.36324214935302734,1.2268924713134766
6,0.1,0.3659208800185529,0.35900068283081055,1.301377296447754
7,0.1,0.36736996336996336,0.38570237159729004,1.359292984008789
8,0.1,0.37176556776556774,0.34710192680358887,1.359292984008789
9,0.1,0.38909567746703855,0.36075448989868164,1.418410301208496
10,0.1,0.4281726443649707,0.3734285831451416,1.455850601196289
11,0.1,0.41382284382284384,0.3827531337738037,1.538743019104004
12,0.1,0.44586452200728904,0.38851094245910645,1.5581464767456055
13,0.1,0.4231230451694848,0.36669039726257324,1.6432209014892578
14,0.1,0.43217614769796936,0.36649560928344727,1.707815170288086
15,0.1,0.42856355114419636,0.3699615001678467,1.7097158432006836
16,0.1,0.41036898900838575,0.3995537757873535,1.764963150024414
17,0.1,0.40993156010795867,0.3797907829284668,1.7721900939941406
18,0.1,0.4224401942926533,0.3914499282836914,1.8375654220581055
19,0.1,0.4185250544662309,0.385847806930542,1.8853368759155273
