run_id,seed,baseline,chunk,loss,macro_f1,strategy,budget,fitness,faci_scalar,runtime_s,mem_peak_mb
3,42,Hybrid GA + GWO,0,0.1,0.16880187273888062,Hybrid,3,0.7938587801048761,0.2012503274708246,0.3590571880340576,0.9604206085205078
3,42,Hybrid GA + GWO,1,0.1,0.27497372193024366,Hybrid,4,0.7983994512737899,0.19541355773864363,0.3477177619934082,1.0989046096801758
3,42,Hybrid GA + GWO,2,0.1,0.34898514590703894,Hybrid,4,0.8240642762705263,0.2118878029818993,0.3498995304107666,1.172236442565918
3,42,Hybrid GA + GWO,3,0.1,0.3267933692323936,Hybrid,4,0.8240642762705263,0.19412899209056095,0.3370075225830078,1.2348928451538086
3,42,Hybrid GA + GWO,4,0.1,0.4198155467720685,Hybrid,4,0.8240642762705263,0.18959495452770625,0.33443570137023926,1.25439453125
3,42,Hybrid GA + GWO,5,0.1,0.36943907156673117,Hybrid,4,0.8240642762705263,0.1961768448463318,0.3350410461425781,1.338089942932129
3,42,Hybrid GA + GWO,6,0.1,0.3899410774410774,Hybrid,4,0.8254623090907651,0.19034212188156507,0.34830427169799805,1.404463768005371
3,42,Hybrid GA + GWO,7,0.1,0.4399761274267637,Hybrid,3,0.8308369136637019,0.1838016177094288,0.34461116790771484,1.4082775115966797
3,42,Hybrid GA + GWO,8,0.1,0.3902471038064258,Hybrid,3,0.8308369136637019,0.19322648192598715,0.32657480239868164,1.4695005416870117
3,42,Hybrid GA + GWO,9,0.1,0.4017047032039535,Hybrid,3,0.8308369136637019,0.21041692500515635,0.3369152545928955,1.5422248840332031
3,42,Hybrid GA + GWO,10,0.1,0.4551282051282052,Hybrid,3,0.8308369136637019,0.21202477384058716,0.34901928901672363,1.5761213302612305
3,42,Hybrid GA + GWO,11,0.1,0.46759103641456584,Hybrid,3,0.8308369136637019,0.21892582445396705,0.3412461280822754,1.656264305114746
3,42,Hybrid GA + GWO,12,0.1,0.48002697192588545,Hybrid,3,0.8308369136637019,0.21599288521166965,0.3421146869659424,1.6888923645019531
3,42,Hybrid GA + GWO,13,0.1,0.4407910486599011,Hybrid,3,0.8308369136637019,0.2110813579608933,0.3701934814453125,1.751500129699707
3,42,Hybrid GA + GWO,14,0.1,0.43439324116743466,Hybrid,3,0.8308369136637019,0.21115433420106453,0.3627479076385498,1.8030977249145508
3,42,Hybrid GA + GWO,15,0.1,0.37544001330654514,Hybrid,3,0.8308369136637019,0.20864104836894543,0.3660616874694824,1.8391647338867188
3,42,Hybrid GA + GWO,16,0.1,0.35638124815143446,Hybrid,3,0.8308369136637019,0.19504817910425343,0.3650341033935547,1.8795080184936523
3,42,Hybrid GA + GWO,17,0.1,0.345052263946534,Hybrid,3,0.8308369136637019,0.22636047340894114,0.3538401126861572,1.929276466369629
3,42,Hybrid GA + GWO,18,0.1,0.35274318942372535,Hybrid,3,0.8308369136637019,0.1995751972727157,0.36165308952331543,1.938812255859375
3,42,Hybrid GA + GWO,19,0.1,0.3530400394903964,Hybrid,3,0.8308369136637019,0.1942094582926487,0.38509321212768555,1.9684295654296875
