chunk,loss,macro_f1,runtime_s,mem_peak_mb
0,0.1,0.16880187273888062,0.3588721752166748,0.96295166015625
1,0.1,0.2404286770140429,0.3688380718231201,1.0963268280029297
2,0.1,0.3572207792207792,0.3624143600463867,1.1634283065795898
3,0.1,0.41869756387403445,0.33086705207824707,1.2271203994750977
4,0.1,0.42987459703417147,0.33084750175476074,1.2451753616333008
5,0.1,0.46262133558470964,0.33527588844299316,1.3320140838623047
6,0.1,0.4783863106040965,0.326763391494751,1.3992948532104492
7,0.1,0.527892730862837,0.33231353759765625,1.410257339477539
8,0.1,0.5214718614718615,0.33429384231567383,1.4682130813598633
9,0.1,0.5190220614101211,0.33758020401000977,1.5312786102294922
10,0.1,0.5196261832552155,0.3446931838989258,1.5654525756835938
11,0.1,0.5257800294090617,0.38326430320739746,1.6467323303222656
12,0.1,0.49486260454002384,0.34977245330810547,1.6909446716308594
13,0.1,0.48416633057740127,0.35143589973449707,1.750290870666504
14,0.1,0.48401486125624055,0.3427135944366455,1.8014850616455078
15,0.1,0.47127645502645504,0.35622668266296387,1.8334999084472656
16,0.1,0.45987827773823053,0.3553283214569092,1.872715950012207
17,0.1,0.45801365335814115,0.36589550971984863,1.9274015426635742
18,0.1,0.44538082933431766,0.3485450744628906,1.9446992874145508
19,0.1,0.4282108022360476,0.3567667007446289,1.9837141036987305
