run_id,seed,accuracy,precision,recall,macro_f1,weighted_f1,training_loss,training_time,inference_time,total_time_s,best_ga_fitness,best_gwo_fitness,best_macro_f1,chunks_per_baseline
1,42,0.5846994535519126,0.5428686851198592,0.5929842486164325,0.5287879820138983,0.5629669609499465,1.1188982263207436,144.45802249908448,0.4880338597942043,180.57,0.0,0.0,0.5288,37
